,class,transformed_tweet,len_word,num_word,positive_score,negative_score,sentiment
14003,1,come pussy go ass come ass go mouth way wo tell nobod 8230,58,13,0.0,0.389,0.0
14004,2,bees mets yankees lost good day baseball,40,7,0.284,0.225,0.7
14005,1,bitch always pocket 128073 128530,33,5,0.0,0.487,0.0
14006,1,know bitches mad like wcw 128514 128514,39,7,0.184,0.522,-0.625
14007,1,1stblocjeremiah lowworldsfinest nah boa nigga wayne run mouth like hoe amp girl ai hoe chill wi 8230,100,17,0.132,0.074,0.0
14008,1,niggas jumped brother said dre hood bitch 131st belongs us imma going find bi 8230,82,15,0.0,0.323,0.0
14009,1,sweat hoes come wit money 128527,32,6,0.0,0.0,0.0
14010,1,grown men wearing jerseys grown men name forget fucking pom poms,64,11,0.0,0.16,-0.6
14011,1,happy birthday little ass cousin remember 1nonlydirtymike hope good one fag,75,11,0.436,0.289,0.4375
14012,2,,0,0,0.0,0.0,0.0
14013,1,flex ai turning take yo bitch fly town macin stackin ready get crackin aint tu 8230,83,16,0.123,0.187,0.5
14014,1,hate lying ass bitch,20,4,0.0,1.0,-0.8
14015,2,8230,4,1,0.0,0.0,0.0
14016,1,ugly worry 8221,15,3,0.0,0.861,-0.7
14017,1,8230,4,1,0.0,0.0,0.0
14018,1,bitch yaaa thanggg 128079,25,4,0.0,0.559,0.0
14019,1,,0,0,0.0,0.0,0.0
14020,1,,0,0,0.0,0.0,0.0
14021,1,dm u announce timeline bitch tryna fuck low,43,8,0.0,0.701,-0.2
14022,1,u messy bitch hell nawl cant rock,33,7,0.0,0.784,-0.2
14023,1,checked watch n bitch said sometimes,36,6,0.0,0.487,0.0
14024,1,rick james bitch,16,3,0.0,0.655,0.0
14025,1,frontin ass bitch,17,3,0.0,0.88,0.0
14026,1,mama told look rich act poor n neva trip ona bitch dat ai urs gang,66,15,0.167,0.321,-0.012500000000000011
14027,1,since yungin bitch nat nigga,28,5,0.0,0.487,0.0
14028,1,love female cops 128525 8221 b sum hoes fuck da jakes 128110 128165 128299,74,14,0.225,0.187,0.033333333333333326
14029,1,breadtruckkbri 128514 128514 128514 knwin heard dat hoe changed,63,9,0.0,0.0,0.0
14030,1,voiceofdstreetz 128514 128514 128514 128514 128514 u hoe 128557 128557 128557 128557,84,12,0.0,0.0,0.0
14031,1,voiceofdstreetz spazzed dude hoes line 128514 128514 128514,59,8,0.0,0.0,0.0
14032,1,quintinmvp yea u know lil bitches stalking twitter niggas 128565 128514 128514,78,12,0.0,0.412,0.0
14033,2,get attached people jump trash feel way,39,7,0.0,0.0,0.0
14034,1,,0,0,0.0,0.0,0.0
14035,1,lives home little less likely cheat ho,38,7,0.0,0.291,-0.11805555555555554
14036,1,aint getting hoes come back room staying circus circus bruh,59,10,0.0,0.0,0.0
14037,2,8230,4,1,0.0,0.0,0.0
14038,1,,0,0,0.0,0.0,0.0
14039,2,,0,0,0.0,0.0,0.0
14040,1,im pregnant ass bitches matter fact ima slip steps ass bitches,62,11,0.05,0.676,0.3333333333333333
14041,2,best thing ever driving past crowds people shows seeing bandannas coloured hair 5sos shirts made 8230,101,16,0.219,0.0,0.375
14042,1,swags fag sauce,15,3,0.0,0.608,0.0
14043,1,,0,0,0.0,0.0,0.0
14044,1,third bitch fucking miracle,27,4,0.414,0.384,-0.3
14045,1,matter make spin bottle invite hottest bitches play ladykiller,62,9,0.364,0.279,0.0
14046,1,lol new kid school thinks take tetherball bout show get playground pussy baller 8230,84,14,0.177,0.0,0.4681818181818182
14047,1,mom brought mcdonald lunch bitches,34,5,0.0,0.494,0.0
14048,1,today seems like good day ever bang bitches go ice cream,56,11,0.312,0.225,0.7
14049,1,rather girl clingy hoe,22,4,0.0,0.0,0.0
14050,2,portable septic tank allllll pesky feelings,43,6,0.0,0.306,0.0
14051,1,,0,0,0.0,0.0,0.0
14052,1,wanted ex back believe fucking go get ass 128514 ai bout dig trash 128520 128686,80,15,0.0,0.212,-0.3
14053,1,hoes hoes wife mine wisebrethrenwords,37,5,0.0,0.0,0.0
14054,1,least say im crazy nigga got ta find bitch wild shooting ass 128514,67,13,0.0,0.492,-0.26666666666666666
14055,1,cares looks better blue ivy north whatever celeb baby read kid book u simple bitch,82,15,0.285,0.184,0.16666666666666666
14056,1,,0,0,0.0,0.0,0.0
14057,2,8230,4,1,0.0,0.0,0.0
14058,2,8230,4,1,0.0,0.0,0.0
14059,1,sugarhillgang00 high flyers crr militia boner squad ball sack weiner fc anal brownies,85,13,0.0,0.0,0.16
14060,2,bron pregame speeches trash though lmao,39,6,0.438,0.0,0.6
14061,1,niggas love cuffing hoes acting surprised turn hoes,51,8,0.452,0.178,0.19999999999999998
14062,1,jokes aside hoes know coolest women ever met,44,8,0.222,0.0,0.0
14063,1,,0,0,0.0,0.0,0.0
14064,2,rain showers amp weepy fog soft light amp cool touch wild wind carry music birds cease soar feel 8230,101,19,0.106,0.106,0.2375
14065,1,brocklesnar ill fight ya big daft cunt,38,7,0.0,0.683,-0.25
14066,2,well researched article bound elicit cries uncle tom 8230,57,9,0.178,0.229,0.0
14067,1,,0,0,0.0,0.0,0.0
14068,1,12 lava cakes bitches rtextralife,33,5,0.0,0.494,0.0
14069,2,wiunion,7,1,0.0,0.0,0.0
14070,2,bae means anyone else thinking ghetto word,42,7,0.0,0.0,0.0
14071,1,15 yeah scale one ten bitch,27,6,0.22,0.38,0.0
14072,1,smart wo pretty forever bitch,29,5,0.504,0.325,0.23214285714285715
14073,1,could never date someone goofy nobody tryna date bland boring ass bitch,71,12,0.0,0.516,-0.2222222222222222
14074,1,ever offended im sorry sensitive lil bitch,42,7,0.0,0.64,-0.2
14075,1,karma bitch bitches,19,3,0.0,0.885,0.0
14076,1,girl sucks dick somehow dudes get head dudes fuck bad bitches yet ugly girls getting 8230,89,16,0.0,0.667,-0.5249999999999999
14077,1,let play game called stop lil bitch,35,7,0.194,0.484,-0.4
14078,1,,0,0,0.0,0.0,0.0
14079,1,niggas pressed pussy aint nothin instead worryin bitch fuckin dont u go get u munnaaaa,86,15,0.0,0.36,0.0
14080,1,iammrechols almartinez32 128555 128555 8221 finding hoe section,63,8,0.0,0.0,0.0
14081,1,,0,0,0.0,0.0,0.0
14082,1,,0,0,0.0,0.0,0.0
14083,2,,0,0,0.0,0.0,0.0
14084,1,bellabelcastro realest bitch know lol,37,5,0.292,0.396,0.8
14085,2,8230,4,1,0.0,0.0,0.0
14086,1,,0,0,0.0,0.0,0.0
14087,1,bitches lovin self enuff us juheard,35,6,0.0,0.438,0.0
14088,1,fresh razor blades goth bitch stocking,38,6,0.228,0.376,0.3
14089,1,hate nigga ask hoes nigga idfk,30,6,0.0,0.425,-0.8
14090,1,bitch bigger one win,20,4,0.396,0.396,0.4
14091,1,real bitch know got ta pluck dat nipple hair,44,9,0.0,0.322,0.2
14092,1,,0,0,0.0,0.0,0.0
14093,1,,0,0,0.0,0.0,0.0
14094,1,twitter ho jus take pic ass somebody smh,40,8,0.0,0.492,0.0
14095,1,life bitch slut would easy,26,5,0.232,0.608,0.43333333333333335
14096,1,ladies full moon means pussy power full effect yall better get dick tonnnnniiiiiiggggghhht,90,13,0.169,0.192,0.39999999999999997
14097,1,people r retarded thinking eat clean food day lose weight calories calories people,82,13,0.149,0.354,-0.21666666666666667
14098,1,uni suuuucks lolol suck bitch,29,5,0.0,0.691,0.8
14099,1,bestfriend got jumped like dudes n ur upset u pay fines gtfo bitch,66,13,0.145,0.451,0.0
14100,1,pussy wet 128166 128167 128166 128167 got ta think things cum fast like damn really failed 6th grade,100,18,0.105,0.264,-0.13333333333333333
14101,2,would look feathers instead fur would able eat bird feeder without getting judging gla 8230,91,15,0.0,0.169,0.5
14102,2,accidentally ate fireflies last night chewing leaves found shameful yellow glow mouth wa 8230,93,14,0.0,0.318,0.0
14103,1,,0,0,0.0,0.0,0.0
14104,1,fuck joo musts broke niggas heart stealin bitch hurt 128514 128514 128079,73,12,0.0,0.694,-0.4
14105,2,grateful profound hospitality volunteers open homes patients traveling long distances abo,89,11,0.231,0.0,0.011111111111111108
14106,2,,0,0,0.0,0.0,0.0
14107,1,bro forreal beef someone handle damn self lil bitch bring people 8230,69,12,0.0,0.394,0.0
14108,2,julia roberts seem completely shocked nominated hey julia gown jig emm 8230,75,12,0.0,0.191,-0.7
14109,2,chriscarlinsny,14,1,0.0,0.0,0.0
14110,2,think flat wrong blame brian cashman 2014 yankees snytv,55,9,0.0,0.44,-0.2625
14111,2,selective race abortion ban passed florida today excuse redneck reps say,72,11,0.094,0.259,-0.05
14112,1,smoke good weed bad bitch,25,5,0.238,0.598,5.551115123125783e-17
14113,1,stealing car fuckin yo bitch,28,5,0.0,0.714,0.0
14114,1,,0,0,0.0,0.0,0.0
14115,1,first hoe sex man amp feelings,30,6,0.0,0.0,0.25
14116,1,8221,4,1,0.0,0.0,0.0
14117,1,never trippin hoes,18,3,0.0,0.0,0.0
14118,1,hella bored laundry like bitch 128514 128514 128514 sincerely hate soul,71,11,0.27,0.455,-0.65
14119,1,0124jessi haha lml wrd nah de pussy shit lol 128514 128514,58,11,0.326,0.281,0.26666666666666666
14120,1,0124jessi lml se pasa de shunsha 128536 128536 mi joda w ur bitch waaa 128514 128514,84,16,0.0,0.213,0.0
14121,2,bird sing answer sings song maya angelou poetry writing,55,9,0.0,0.0,0.0
14122,1,remember people boo 8217 one direction gaga none love bitch,59,10,0.213,0.233,0.5
14123,1,,0,0,0.0,0.0,0.0
14124,2,,0,0,0.0,0.0,0.0
14125,1,keyair angels amp female party promoters party promoters hoes amp angel bitches 8230,84,13,0.28,0.202,0.0
14126,1,tell hoe sanctity relationship got ta stop fucking woman 8221,61,10,0.0,0.196,-0.6
14127,1,iont got type bad bitches thing like,36,7,0.18,0.532,-0.6999999999999998
14128,1,bitch legal ridin round like rambo,34,6,0.37,0.352,0.0
14129,2,ht 8230,7,2,0.0,0.0,0.0
14130,1,everything u say ghetto u hadda associate jordans 128532 128530 128530 128530 128530 8221 obvious,97,15,0.0,0.0,0.0
14131,1,wan na get filthy rich amp nice big house full bad bitches could fuck anytime want 128540,89,17,0.26,0.368,-0.09687499999999999
14132,1,id rather niggah 8221,21,4,0.0,0.0,0.0
14133,1,pacer short pussy,17,3,0.0,0.0,0.0
14134,1,fuck forgot wear belt feel like coon day,40,8,0.208,0.292,-0.4
14135,2,via 8230,8,2,0.0,0.0,0.0
14136,1,pussy,5,1,0.0,0.0,0.0
14137,1,,0,0,0.0,0.0,0.0
14138,1,jennchesss probably ghetto piece shit nothing better lives,58,8,0.0,0.5,0.15
14139,1,occupyslu ima fuck white bitch slap choke said livestream interview fe 8230,75,12,0.078,0.529,-0.2
14140,1,,0,0,0.0,0.0,0.0
14141,1,mariachappellen gee cracker racist term tired race baiters,58,8,0.0,0.535,-0.4
14142,2,people ghetto rising fighting back whose side gaza,50,8,0.0,0.263,0.0
14143,1,chance acid rapper soccer cocky khaki jacket jacker slap happy faggot slapper,77,12,0.361,0.292,0.30000000000000004
14144,1,nigga talk female mouth ate pussy,33,6,0.0,0.0,0.0
14145,2,whiteculture thinking weave ratchet ghetto extensions perfectly fine,68,8,0.5,0.0,0.4166666666666667
14146,1,trentonstewart hoes actin,25,3,0.0,0.0,0.0
14147,1,,0,0,0.0,0.0,0.0
14148,1,,0,0,0.0,0.0,0.0
14149,1,know bitch boy named luke,25,5,0.0,0.487,0.0
14150,1,know bitch named natalie,24,4,0.0,0.559,0.0
14151,2,got gatorades twinkies rice puddings pringles cookies 128525 128555,67,9,0.0,0.0,0.0
14152,2,kissin small lips trash lol 8221 yessssss,41,7,0.318,0.0,0.275
14153,1,8221 hoes like fucking actual loyal girls smh,45,8,0.446,0.175,0.16666666666666666
14154,1,,0,0,0.0,0.0,0.0
14155,1,told yo bitch get knees want sex 128526 128175,46,9,0.107,0.314,0.0
14156,1,soft 128514 128514 128557 hoes dumb man,39,7,0.0,0.355,-0.1375
14157,1,fucc hoes dats feel,19,4,0.0,0.0,0.0
14158,1,tell freak bitch lie,20,4,0.0,0.77,0.0
14159,1,bitches always uploading pics famous couple simple shit like holding hands talkin bout want bitch r 8230,104,17,0.146,0.433,0.09999999999999999
14160,1,turn bitch real quick,21,4,0.0,0.559,0.5
14161,2,mean sometimes eating carton double stuf oreos option,53,8,0.0,0.0,-0.15625
14162,1,tronkitty bad bitch 128158,26,4,0.0,0.785,-0.6999999999999998
14163,2,responsible story inside let cripple creativity amediting amwriting writetip,76,9,0.412,0.0,0.2
14164,2,8230,4,1,0.0,0.0,0.0
14165,2,8220 men interrupt women quibble irrelevant issues sole purpose derailing conversation 8221 sa 8230,99,14,0.0,0.156,-0.25
14166,1,royaltyclubvp yeah fed jealous skinny bitches became one,56,8,0.156,0.489,0.0
14167,2,,0,0,0.0,0.0,0.0
14168,1,im done wasting time going cut bitch faster blink,49,9,0.0,0.589,0.0
14169,1,piss hoe,8,2,0.0,0.73,0.0
14170,1,taking dad dinner watching nhl awards sports bar dad bitch la kings 8230,72,13,0.169,0.213,0.0
14171,1,loyal bad bitches exist want one,32,6,0.319,0.536,-0.18333333333333326
14172,1,tweet never good enough guy maybe hoe,37,7,0.0,0.286,-0.175
14173,1,fake bitch hahaha,17,3,0.343,0.657,-0.15
14174,2,8221 128514 128514 128514 128514 128553 weak 128128,51,8,0.0,0.293,-0.375
14175,1,broke hoes 3 words face,23,5,0.0,0.483,0.0
14176,2,h 8230,6,2,0.0,0.0,0.0
14177,1,rt amys22cents need hit lottery yo work shit fucking birds,58,10,0.0,0.286,-0.4
14178,1,realised library books overdue anyone looking bad bitch,55,8,0.0,0.549,-0.6999999999999998
14179,1,course day nip shit hair amp wearing favourite stolen hoodie best time bump 8230,80,14,0.191,0.309,0.4
14180,2,like asian struggle squinty eyes every picture,46,7,0.255,0.235,0.0
14181,1,sorry ya woman helping financially unless ya wife hoes dumb,59,10,0.159,0.333,-0.2916666666666667
14182,1,,0,0,0.0,0.0,0.0
14183,2,charlie crist says ocare great ccot tcot teaparty pjnet independents jjauthor bettinavla flgovscott htt 8230,108,15,0.227,0.0,0.8
14184,1,weilanthony pussy,17,2,0.0,0.0,0.0
14185,1,got gay hoes,12,3,0.0,0.0,0.4166666666666667
14186,1,thing houston austin gays 99 hoes ai wholesome bitches,54,9,0.0,0.328,0.0
14187,1,bet beyonce pussy tastes like fresh caramel apple,49,8,0.444,0.0,0.3
14188,1,give bitches amex gon na act like chilly snob try go get cardigan,65,13,0.129,0.356,-0.6
14189,1,got ta weak bitch let couple tweets get character,49,9,0.0,0.489,-0.375
14190,1,wigga32 ca dm wigga cause ca even get follow back 128528,56,11,0.0,0.0,0.0
14191,1,,0,0,0.0,0.0,0.0
14192,1,neymar fell like bitch,22,4,0.301,0.458,0.0
14193,1,mssashabelle ur wack bitch sells pussy lives mom homeless cut lies 128521 http 8230,83,14,0.0,0.442,0.0
14194,1,let write mom since address amp let know daughter miami selling pussy 85 128536,79,14,0.0,0.0,0.0
14195,1,next call immigration sex reviews amp ad bitch warned lie facts amp 8230,72,13,0.0,0.349,0.0
14196,1,invite show lying pussy rt matthops82 republicans afraid want talk 8230,71,11,0.203,0.238,-0.6
14197,2,,0,0,0.0,0.0,0.0
14198,1,hate trailer trash 128567,25,4,0.0,0.552,-0.8
14199,1,ima make bitch 128521,21,4,0.0,0.559,0.0
14200,1,would feel discontinued sale weave,34,5,0.0,0.0,0.0
14201,1,read lips bitch mouth isnt workin,33,6,0.0,0.432,0.0
14202,1,theses niggas hoes bitches greedy,33,5,0.0,0.811,0.0
14203,1,senatorreid sure tweet protect karmic payback bitch,51,7,0.386,0.299,0.5
14204,1,well maryland bunch hateful rednecks anyway,43,6,0.226,0.344,0.0
14205,1,convo wit ex n reminded ex smh idk even answerd bitch,53,11,0.0,0.517,0.0
14206,1,hair mess family nuts neighbor asshole best friend pussy,56,9,0.43,0.279,0.4125
14207,2,honk horn seconds light turns green shut car lay hood feed birds fo 8230,72,14,0.0,0.0,0.1
14208,1,yo mother dedication hoe rich homie tono feat childish miguelito amp young patty coming soon sorry4thewait,106,16,0.182,0.111,0.09166666666666667
14209,1,,0,0,0.0,0.0,0.0
14210,1,,0,0,0.0,0.0,0.0
14211,2,rt gn192 far right hero rwnj took twitter thanksgiving mock trayvon martin murdered k 8230,90,15,0.165,0.33,0.19285714285714284
14212,1,brandon phelps hoe ass nigga wen see smack like da lil bitch 300,64,13,0.126,0.369,0.0
14213,2,,0,0,0.0,0.0,0.0
14214,2,oh torrence ca stand cheer leading squad love pom poms feed bon bons night,74,14,0.385,0.0,0.5
14215,1,bitch go sleep work 8221 lol yes master 8221 128557 128514 128530,65,12,0.301,0.208,0.8
14216,1,bitch someone bitch,19,3,0.0,0.884,0.0
14217,1,young cats drafted nba today walking lotto tickets wait till niggas find pussy come 8230,88,15,0.0,0.146,0.1
14218,1,,0,0,0.0,0.0,0.0
14219,1,acmehandle nothing russians support rebels surprises putin views obama pussy,76,10,0.274,0.177,0.0
14220,1,ona niggas really beat dat hoe,30,6,0.0,0.324,0.2
14221,1,mcm lil bitch,13,3,0.0,0.655,0.0
14222,1,bird flew hotel room rather get gangbanged 10 mandingos 2 days straight experience 8230,87,14,0.137,0.0,0.2
14223,1,omg seriously bitches still love sosa,37,6,0.328,0.437,0.08333333333333334
14224,1,started oz end riding fo deep pull club like muthaufckin ho know 127926,71,13,0.172,0.0,0.0
14225,1,kissin small lips trash lol 8221 trash,38,7,0.318,0.0,0.275
14226,1,,0,0,0.0,0.0,0.0
14227,1,whitfordzach29 5 years away legal drinking age 14 year old pussy ahaha eat ice cream pussy bud,94,17,0.091,0.0,0.15000000000000002
14228,1,makin nigga microwaveable dinner meanwhile eatin another bitch homemade dinner,78,10,0.0,0.297,0.0
14229,1,hat paint beard shit eat pussy grow one dawg quit tryin shortcut,64,12,0.0,0.247,-0.2
14230,1,,0,0,0.0,0.0,0.0
14231,1,always bit irony air chicks call strippers hoes grind yo dick 4 free song stri,78,15,0.176,0.239,0.4
14232,1,beyonce made many hoodrat anthems hoe point life,48,8,0.0,0.0,0.5
14233,1,hope kids 8217 disappoint coming ugly got many plans get hoes indirectly,72,12,0.162,0.335,-0.09999999999999998
14234,1,rudy gay faggot changing last name got money,44,8,0.0,0.386,0.20833333333333334
14235,1,hate fags answer yes,20,4,0.321,0.44,-0.8
14236,1,destroying team talked trash game gt gt 128076,46,8,0.328,0.281,-0.30000000000000004
14237,2,women play casual game like kim k game amp anger bird play real games like male power fantasy 2 jingoi 8230,107,21,0.41,0.131,-0.3
14238,1,bitch man swear,15,3,0.0,0.833,0.0
14239,2,askaugust tall keep getting different answers different people 127806 128064 127806 augustalsina 8221 lt abo 8230,113,16,0.0,0.0,0.0
14240,2,praying today amp g pictures come yellow 128591,47,8,0.294,0.0,0.0
14241,1,hate people say ca befriend hoe bitch held accountable pussy 8230,65,11,0.0,0.455,-0.8
14242,2,nothing hotter pale albino chick play guitar,44,7,0.286,0.0,-0.21
14243,1,tneut10 going host baddest bitch competition,44,6,0.0,0.432,0.0
14244,2,8221 omg sttooopp 128563 128514 128514 128557 128557,52,8,0.0,0.0,0.0
14245,2,,0,0,0.0,0.0,0.0
14246,1,big booty bitches always win,28,5,0.355,0.364,0.4
14247,1,next generation raised bunch mindless pussies discipline,56,7,0.0,0.326,-0.1
14248,1,,0,0,0.0,0.0,0.0
14249,2,apologies trash understood ai got ta explained,46,7,0.0,0.0,0.0
14250,2,,0,0,0.0,0.0,0.0
14251,1,ray j perfect example happens give lame nigga pussy,51,9,0.296,0.224,0.25
14252,1,got like 10 hoes 128143 128143 128143 128143 3 baes 128107 128107 128109,72,13,0.185,0.0,0.0
14253,1,people problem gay people know fuck got problem straight hoes,61,10,0.113,0.53,0.07222222222222223
14254,1,mama said pussy cats inside dog house,37,7,0.0,0.0,0.0
14255,1,hoe ai loyal nigga cheated girl 7 times broke,45,9,0.218,0.43,0.3333333333333333
14256,1,females always talk point nails eyebrows okay bitch personality still shit though,81,12,0.104,0.404,0.15
14257,2,cue liberal left uncle tom attacks tim scott 4 3 2 tcot teaparty gop,68,14,0.0,0.225,0.0
14258,1,nike dc trash,13,3,0.0,0.0,0.0
14259,2,whatchu sayin hoe know im man hoe,33,7,0.0,0.0,0.0
14260,1,bbflockajames ok bud,20,3,0.524,0.0,0.5
14261,1,know plenty hoes love niggas bitch fuckin niggas,48,8,0.25,0.512,0.5
14262,1,got ta link bro rambo 128181 128299 fashoo nd got ta pull ona pussy boys,72,15,0.0,0.0,0.0
14263,1,homie wersmylightaaaa got bitch rocken,38,5,0.0,0.487,0.0
14264,1,dese bitches ai shit get em high feed em dick,45,10,0.0,0.607,-0.020000000000000004
14265,1,call nigger cause u really want say end day pillz78,51,10,0.124,0.334,0.2
14266,1,damn near love hoes em,22,5,0.424,0.273,0.3
14267,1,8230,4,1,0.0,0.0,0.0
14268,1,really tryna hoe nobody eat eat literally,41,7,0.0,0.0,0.2
14269,1,man insecure cause make feel like got ta compete guys stop hoe amp stop choo 8230,81,16,0.115,0.332,-0.5
14270,1,rt blackhilton glad none followers say fucked noway yall hoes really make goal,78,13,0.372,0.0,0.03333333333333335
14271,1,rt blackhilton hoes thighs thick ca even walk yankee food,57,10,0.0,0.0,-0.30000000000000004
14272,1,8221 128514 128514 128514 8221 nigg 8230,40,7,0.0,0.0,0.0
14273,1,could please refrain dumb bitch,31,5,0.202,0.623,-0.375
14274,1,8230,4,1,0.0,0.0,0.0
14275,1,loyalty let get money got u u got hoes us,41,10,0.333,0.0,0.0
14276,1,u still bitch,13,3,0.0,0.792,0.0
14277,1,eli manning fucking trash rap,29,5,0.0,0.0,-0.6
14278,1,game bitch hahahaha,19,3,0.0,0.655,-0.1
14279,1,want real relationship 9994 128272 games lies side hoes 128152 128141,69,11,0.099,0.214,0.2
14280,1,fine rt little nigs mtvhottest one direction,44,7,0.231,0.0,0.11458333333333334
14281,1,im faggot 8221 johnnyrohrcock,29,4,0.0,0.595,0.0
14282,1,right marry hoes rent em,24,5,0.0,0.0,0.2857142857142857
14283,1,lol im brooo bitches janky 128557 128514 128175,47,8,0.22,0.307,0.8
14284,1,honestyhour bitch better try fuck girl cause go,47,8,0.191,0.48,0.04999999999999999
14285,1,,0,0,0.0,0.0,0.0
14286,1,r u african ur african bitch,28,6,0.0,0.559,0.0
14287,2,,0,0,0.0,0.0,0.0
14288,1,hungry wo give bitch time day trying take care business 128129 8221 9994,72,13,0.178,0.211,0.0
14289,1,8230,4,1,0.0,0.0,0.0
14290,1,really faggot say match bad stop watching,41,7,0.0,0.722,-0.24999999999999992
14291,2,instant mashed potatoes trash 128686,36,5,0.0,0.0,0.0
14292,2,,0,0,0.0,0.0,0.0
14293,1,tryna make go church tommrow nawl dude 8221 bitch text back,59,11,0.0,0.275,0.0
14294,1,,0,0,0.0,0.0,0.0
14295,1,1stblocjeremiah 18 bitches getting erased 128588,48,6,0.0,0.438,0.0
14296,1,free tino lul hoe 9995 128275,29,6,0.398,0.0,0.4
14297,1,victorgee97 lyyssaaaaaa know welcome saturday bitches privileges,64,7,0.415,0.289,0.8
14298,1,behind every lame ass nigga lame ass bitch constantly telling real,66,11,0.0,0.732,-0.24
14299,1,1stblocjeremiah ima beat yo lil young ass quick plyin hoe 128074 128514 128514,78,13,0.0,0.226,0.21666666666666667
14300,1,like good weed amp bad bitches dat roll,39,8,0.321,0.44,5.551115123125783e-17
14301,1,8230,4,1,0.0,0.0,0.0
14302,1,people love try confront yes bitch said 128524,46,8,0.421,0.335,0.5
14303,1,yaaass bitch yaasss soulja boy turnt 128539 128514,50,8,0.0,0.352,0.0
14304,1,never catch feelings dumb bitch,31,5,0.284,0.4,-0.375
14305,1,rt bandworld1 bitch shit yo eyes aint shit eyez,47,9,0.0,0.647,-0.2
14306,1,,0,0,0.0,0.0,0.0
14307,1,,0,0,0.0,0.0,0.0
14308,1,basic bitch tweet shit like one talk 3 times day 128514,55,11,0.148,0.438,-0.1
14309,1,yall want foreign bitches sooo bad cant even pull local hoes,60,11,0.078,0.443,-0.27499999999999997
14310,2,george steinbrenner first yankees news conference said would interfere baseball decisions promising,99,12,0.197,0.0,0.225
14311,2,17 year old girl struck babe ruth lou gehrig back back banned baseball yankees 8230,83,15,0.0,0.278,0.03333333333333333
14312,2,big 10 trash years lol basketball conference,44,7,0.318,0.0,0.4
14313,1,ebola scary yall worried ebola ima b getting hoes,49,9,0.0,0.474,-0.5
14314,1,,0,0,0.0,0.0,0.0
14315,1,screaming wes bitch ass annalise losing damn mind need put big girl panties back htgawm,87,15,0.0,0.603,0.0
14316,1,,0,0,0.0,0.0,0.0
14317,1,normal ass dude hoes happens funny every,40,7,0.254,0.307,0.2
14318,1,run em put gun em ask pussy nigga ya bitch 8221,47,11,0.0,0.408,0.0
14319,2,nfl equal season everybody showed glimpses trash,48,7,0.0,0.0,0.0
14320,1,lol lebron bitch ass always making spectacle look ass nigga,59,10,0.143,0.551,0.8
14321,1,8230,4,1,0.0,0.0,0.0
14322,1,fat bitch act like could follow back always wanted fat bitch follow,67,12,0.131,0.398,0.0
14323,1,humpday hoe,11,2,0.0,0.0,0.0
14324,1,beat pussy well shit still hurting week ago 128563,50,9,0.146,0.438,-0.2
14325,1,drake look like would lay letterman jacket puddle bitch wit man smh,67,12,0.142,0.347,0.0
14326,1,im fukin yo bitch u mad shit,28,7,0.0,0.779,-0.4125
14327,1,,0,0,0.0,0.0,0.0
14328,1,making handshakes bitches,25,3,0.0,0.661,0.0
14329,1,bitches played hoe,18,3,0.329,0.534,0.0
14330,1,hoes august alsina bae bitch dusty nigga got 2 kids drives yo car amp still wears rocawe 8230,93,18,0.0,0.192,-0.4
14331,1,waiting 90 days pussy like grounded looking kids playing outside bedroom window,79,12,0.301,0.0,0.0
14332,1,u ever kill ant sidewalk think damn nigga way get pussy,55,11,0.0,0.481,0.0
14333,1,,0,0,0.0,0.0,0.0
14334,1,trashiest really ghetto girls always get likes comments insta boys pictures 8230,80,12,0.203,0.0,0.2
14335,1,,0,0,0.0,0.0,0.0
14336,2,007beardownjedi afl american draft system bearbrother couple yanks playing lists 8230,85,11,0.153,0.0,0.0
14337,1,hoes 8221,9,2,0.0,0.0,0.0
14338,2,poont got ta trash,18,4,0.0,0.0,0.0
14339,1,apologizing lol fuck hoe shot pussy,35,6,0.264,0.453,0.2
14340,1,,0,0,0.0,0.0,0.0
14341,1,trust bitch,11,2,0.465,0.535,0.0
14342,1,ai tell young thug nails look better mine lol fckin faggot,58,11,0.315,0.243,0.4666666666666666
14343,1,feel bad guys give girlfriends world bitch still treats like shit like damn 8230,80,14,0.188,0.511,-0.44999999999999996
14344,1,shawn micheals amp razor ramon bitches 8221 noone godfather though,66,10,0.0,0.302,0.0
14345,1,wigga32 ugh thank bf still talks dumb bitch dont like 128530,60,11,0.122,0.586,-0.375
14346,1,ganglandabby niggaz bare backing every bitch 128530,51,7,0.111,0.384,0.05
14347,1,snip snip hoe,13,3,0.0,0.0,0.0
14348,2,crazy rb picked yet rb roy 2yrs ago rb mvp ppl 4get important position insane ho 8230,85,17,0.086,0.244,-0.39999999999999997
14349,1,hate seeing women carrying could fuck somebody man ok trashy ass bitch,70,12,0.093,0.612,-0.2333333333333334
14350,1,remember yellow badge nazis used israel making muslim women carry yellow badge order pray h 8230,96,16,0.141,0.0,0.0
14351,1,,0,0,0.0,0.0,0.0
14352,1,,0,0,0.0,0.0,0.0
14353,1,,0,0,0.0,0.0,0.0
14354,2,,0,0,0.0,0.0,0.0
14355,2,sagittarius compassionate towards people want especially towards ones care abo 8230,83,11,0.499,0.0,0.0
14356,1,,0,0,0.0,0.0,0.0
14357,1,hulkamania running wild pussy,29,4,0.0,0.0,0.1
14358,1,,0,0,0.0,0.0,0.0
